date,value
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,20.9
12/25/2019,22.1
12/25/2019,20.1
12/25/2019,21.2
12/25/2019,20.8
12/25/2019,21.3
12/25/2019,21.2
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,21.2
12/25/2019,21.3
12/25/2019,22.6
12/25/2019,21.1
12/25/2019,22
12/25/2019,21.1
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,20.9
12/25/2019,22.2
12/25/2019,20
12/25/2019,21.2
12/25/2019,20.8
12/25/2019,21.3
12/25/2019,21.1
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.2
12/25/2019,21.3
12/25/2019,22.6
12/25/2019,21
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,20.9
12/25/2019,22.2
12/25/2019,20
12/25/2019,21
12/25/2019,20.8
12/25/2019,21.2
12/25/2019,21.1
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21.3
12/25/2019,22.6
12/25/2019,21
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,20.9
12/25/2019,22.1
12/25/2019,20
12/25/2019,21
12/25/2019,20.8
12/25/2019,21.2
12/25/2019,21
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21.2
12/25/2019,22.5
12/25/2019,21
12/25/2019,22
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.1
12/25/2019,20.1
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,21.3
12/25/2019,21.1
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21.3
12/25/2019,22.5
12/25/2019,21.1
12/25/2019,22
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.2
12/25/2019,20.1
12/25/2019,21.2
12/25/2019,20.8
12/25/2019,21.3
12/25/2019,21.2
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,21.2
12/25/2019,21.3
12/25/2019,22.6
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,20.9
12/25/2019,22.2
12/25/2019,20.1
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,21.3
12/25/2019,21.1
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21.3
12/25/2019,22.6
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.2
12/25/2019,20
12/25/2019,21
12/25/2019,20.8
12/25/2019,21.2
12/25/2019,21.1
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21.3
12/25/2019,22.6
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.2
12/25/2019,20
12/25/2019,21
12/25/2019,20.8
12/25/2019,21.2
12/25/2019,21
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21.3
12/25/2019,22.5
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.2
12/25/2019,20.1
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,21.3
12/25/2019,21.1
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21.3
12/25/2019,22.6
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.2
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.2
12/25/2019,20.1
12/25/2019,21.2
12/25/2019,20.8
12/25/2019,21.3
12/25/2019,21.2
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,21.2
12/25/2019,21.3
12/25/2019,22.7
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.2
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.2
12/25/2019,20.1
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,21.3
12/25/2019,21.1
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21.3
12/25/2019,22.7
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,21.3
12/25/2019,21.1
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21.3
12/25/2019,22.6
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.2
12/25/2019,21
12/25/2019,20.9
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21.3
12/25/2019,22.6
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.2
12/25/2019,21
12/25/2019,20.9
12/25/2019,20.6
12/25/2019,21.1
12/25/2019,21.2
12/25/2019,22.6
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,21.2
12/25/2019,21
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21.3
12/25/2019,22.6
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,21.3
12/25/2019,21.1
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21.3
12/25/2019,22.6
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.2
12/25/2019,21
12/25/2019,20.9
12/25/2019,20.6
12/25/2019,21.1
12/25/2019,21.2
12/25/2019,22.6
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.2
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,21
12/25/2019,21.2
12/25/2019,22.6
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,19.9
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.2
12/25/2019,20.9
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,21
12/25/2019,21.2
12/25/2019,22.5
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,19.9
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.2
12/25/2019,20.9
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,21
12/25/2019,21.2
12/25/2019,22.5
12/25/2019,21
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,21.2
12/25/2019,21
12/25/2019,20.9
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21.3
12/25/2019,22.5
12/25/2019,21.1
12/25/2019,22
12/25/2019,21.1
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,21.2
12/25/2019,21.1
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21.3
12/25/2019,22.6
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,21.2
12/25/2019,21
12/25/2019,20.9
12/25/2019,20.6
12/25/2019,21.1
12/25/2019,21.2
12/25/2019,22.6
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.2
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,21
12/25/2019,21.2
12/25/2019,22.6
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.2
12/25/2019,20.9
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,21
12/25/2019,21.2
12/25/2019,22.6
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,21.1
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.2
12/25/2019,20.9
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,21
12/25/2019,21.2
12/25/2019,22.5
12/25/2019,21
12/25/2019,22.1
12/25/2019,21
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.2
12/25/2019,20.9
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,21
12/25/2019,21.2
12/25/2019,22.5
12/25/2019,21
12/25/2019,22.1
12/25/2019,21
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.2
12/25/2019,20.8
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,21
12/25/2019,21.2
12/25/2019,22.5
12/25/2019,21
12/25/2019,22.1
12/25/2019,21
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,21
12/25/2019,21.2
12/25/2019,22.5
12/25/2019,21
12/25/2019,22.1
12/25/2019,21
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,21
12/25/2019,20.6
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.5
12/25/2019,20.9
12/25/2019,21.2
12/25/2019,22.5
12/25/2019,21
12/25/2019,22.1
12/25/2019,21
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21
12/25/2019,22.3
12/25/2019,20
12/25/2019,20.9
12/25/2019,20.6
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.5
12/25/2019,20.9
12/25/2019,21.2
12/25/2019,22.5
12/25/2019,21
12/25/2019,22.1
12/25/2019,21
12/25/2019,20.5
12/25/2019,20.7
12/25/2019,21
12/25/2019,22.3
12/25/2019,19.9
12/25/2019,20.9
12/25/2019,20.6
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.5
12/25/2019,20.9
12/25/2019,21.1
12/25/2019,22.5
12/25/2019,21
12/25/2019,22.1
12/25/2019,21
12/25/2019,20.5
12/25/2019,20.7
12/25/2019,20.9
12/25/2019,22.3
12/25/2019,19.9
12/25/2019,20.9
12/25/2019,20.6
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.5
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.4
12/25/2019,21
12/25/2019,22
12/25/2019,21
12/25/2019,20.5
12/25/2019,20.7
12/25/2019,20.9
12/25/2019,22.2
12/25/2019,19.9
12/25/2019,20.9
12/25/2019,20.6
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.5
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.3
12/25/2019,21
12/25/2019,22
12/25/2019,21
12/25/2019,20.5
12/25/2019,20.7
12/25/2019,20.9
12/25/2019,22.1
12/25/2019,19.9
12/25/2019,20.9
12/25/2019,20.6
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.5
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.3
12/25/2019,20.9
12/25/2019,22
12/25/2019,21
12/25/2019,20.5
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,22.1
12/25/2019,19.9
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,20.5
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.3
12/25/2019,20.9
12/25/2019,22
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,22.1
12/25/2019,19.9
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.5
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.3
12/25/2019,20.9
12/25/2019,21.9
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,22.1
12/25/2019,20
12/25/2019,21
12/25/2019,20.6
12/25/2019,21.1
12/25/2019,20.9
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,20.9
12/25/2019,21.2
12/25/2019,22.3
12/25/2019,20.9
12/25/2019,21.8
12/25/2019,20.9
12/25/2019,20.5
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,22.1
12/25/2019,20
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,21
12/25/2019,21.2
12/25/2019,22.4
12/25/2019,20.9
12/25/2019,21.8
12/25/2019,20.9
12/25/2019,20.5
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,22.1
12/25/2019,20
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,20.9
12/25/2019,20.7
12/25/2019,20.5
12/25/2019,20.9
12/25/2019,21.2
12/25/2019,22.3
12/25/2019,20.9
12/25/2019,21.9
12/25/2019,20.9
12/25/2019,20.5
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,22
12/25/2019,20
12/25/2019,20.9
12/25/2019,20.6
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.5
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.3
12/25/2019,20.9
12/25/2019,21.9
12/25/2019,20.9
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,22
12/25/2019,19.9
12/25/2019,20.9
12/25/2019,20.6
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.5
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.3
12/25/2019,20.8
12/25/2019,21.9
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,22
12/25/2019,19.9
12/25/2019,20.9
12/25/2019,20.6
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.5
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.3
12/25/2019,20.8
12/25/2019,21.8
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,22
12/25/2019,19.9
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,20.5
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.2
12/25/2019,20.8
12/25/2019,21.8
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,22
12/25/2019,19.9
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,20.5
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.2
12/25/2019,20.8
12/25/2019,21.8
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,22
12/25/2019,19.9
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,20.5
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.2
12/25/2019,20.8
12/25/2019,21.8
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.9
12/25/2019,19.9
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,21
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.5
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.2
12/25/2019,20.8
12/25/2019,21.8
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.9
12/25/2019,19.9
12/25/2019,20.9
12/25/2019,20.6
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.2
12/25/2019,20.8
12/25/2019,21.8
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.9
12/25/2019,20
12/25/2019,21
12/25/2019,20.6
12/25/2019,21.1
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,20.9
12/25/2019,21.1
12/25/2019,22.2
12/25/2019,20.8
12/25/2019,21.7
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,22
12/25/2019,20
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,20.9
12/25/2019,21.2
12/25/2019,22.3
12/25/2019,20.8
12/25/2019,21.7
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,22
12/25/2019,20
12/25/2019,20.9
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,20.9
12/25/2019,20.8
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.3
12/25/2019,20.8
12/25/2019,21.8
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,22
12/25/2019,20
12/25/2019,20.9
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.3
12/25/2019,20.8
12/25/2019,21.8
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,22
12/25/2019,20
12/25/2019,20.9
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.3
12/25/2019,20.8
12/25/2019,21.8
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,22
12/25/2019,20
12/25/2019,20.9
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.3
12/25/2019,20.8
12/25/2019,21.8
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,22
12/25/2019,20
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.3
12/25/2019,20.8
12/25/2019,21.8
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,22
12/25/2019,20
12/25/2019,20.9
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.3
12/25/2019,20.8
12/25/2019,21.8
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21.9
12/25/2019,20
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.3
12/25/2019,20.8
12/25/2019,21.7
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21.9
12/25/2019,20
12/25/2019,20.9
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.2
12/25/2019,20.8
12/25/2019,21.8
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21.9
12/25/2019,20
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.2
12/25/2019,20.8
12/25/2019,21.7
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21.9
12/25/2019,20
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.2
12/25/2019,20.8
12/25/2019,21.7
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21.9
12/25/2019,20
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.2
12/25/2019,20.8
12/25/2019,21.7
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21.9
12/25/2019,20
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.2
12/25/2019,20.8
12/25/2019,21.7
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21.9
12/25/2019,20
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.2
12/25/2019,20.8
12/25/2019,21.7
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21.9
12/25/2019,20
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,20.8
12/25/2019,21.7
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21.9
12/25/2019,20
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,20.8
12/25/2019,21.7
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21.9
12/25/2019,20
12/25/2019,20.9
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.2
12/25/2019,20.8
12/25/2019,21.7
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21.9
12/25/2019,20
12/25/2019,20.9
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,20.8
12/25/2019,21.7
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21.9
12/25/2019,20
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,20.8
12/25/2019,21.7
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.9
12/25/2019,20
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,20.8
12/25/2019,21.7
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.9
12/25/2019,20
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,20.8
12/25/2019,21.6
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.8
12/25/2019,20
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,20.8
12/25/2019,21.6
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.8
12/25/2019,20
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.6
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,20.8
12/25/2019,21.6
12/25/2019,20.8
12/25/2019,20.5
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.8
12/25/2019,20
12/25/2019,21
12/25/2019,20.7
12/25/2019,21
12/25/2019,20.9
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,21.1
12/25/2019,22.1
12/25/2019,20.8
12/25/2019,21.6
12/25/2019,20.9
12/25/2019,20.6
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.8
12/25/2019,20
12/25/2019,21.1
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.9
12/25/2019,21.2
12/25/2019,22.2
12/25/2019,20.8
12/25/2019,21.6
12/25/2019,20.9
12/25/2019,20.6
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.9
12/25/2019,20
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,21
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,21.2
12/25/2019,22.2
12/25/2019,20.8
12/25/2019,21.6
12/25/2019,20.9
12/25/2019,20.6
12/25/2019,20.6
12/25/2019,20.8
12/25/2019,21.9
12/25/2019,20
12/25/2019,21
12/25/2019,20.7
12/25/2019,21.1
12/25/2019,20.9
12/25/2019,20.8
12/25/2019,20.7
12/25/2019,20.8
12/25/2019,21.2
12/25/2019,22.2
12/25/2019,20.8
12/25/2019,21.7
12/25/2019,20.9
12/25/2019,20.6
12/25/2019,20.6
